Date,Time,Source IP Address,Destination IP Address,Source Port,Destination Port
Jan 29,03:31:27,78.53.64.123,216.58.112.55,35053,40686
Jan 29,03:31:28,78.53.64.123,216.58.112.55,35053,40686
Jan 29,03:34:42,67.82.213.195,216.58.112.55,21984,40686
Jan 29,03:34:43,24.174.141.170,216.58.112.55,41573,40686
Jan 29,03:34:43,86.150.137.160,216.58.112.55,13648,40686
Jan 29,03:34:43,203.173.191.14,216.58.112.55,35461,40686
Jan 29,03:34:43,72.74.229.181,216.58.112.55,50521,40686
Jan 29,03:45:05,75.117.31.43,216.58.112.55,61308,40686
Jan 29,03:45:05,72.129.201.114,216.58.112.55,59557,40686
Jan 29,03:45:05,64.56.143.6,216.58.112.55,2082,40686
Jan 29,03:45:05,59.100.237.219,216.58.112.55,4149,40686
Jan 29,04:00:56,87.99.7.181,216.58.112.55,6348,40686
Jan 29,04:00:57,87.99.7.181,216.58.112.55,6348,40686
Jan 29,04:00:58,87.99.7.181,216.58.112.55,6348,40686
Jan 29,04:00:59,87.99.7.181,216.58.112.55,6348,40686
Jan 29,04:01:00,87.99.7.181,216.58.112.55,6348,40686
Jan 29,04:01:16,87.99.7.181,216.58.112.55,6348,40686
Jan 29,04:04:42,69.115.209.62,216.58.112.55,18019,40686
Jan 29,04:04:42,71.14.121.15,216.58.112.55,17145,40686
Jan 29,04:04:42,68.12.143.82,216.58.112.55,23960,40686
Jan 29,04:04:42,72.74.229.181,216.58.112.55,50521,40686
Jan 29,04:04:42,24.67.56.239,216.58.112.55,43311,40686
Jan 29,04:10:13,84.58.185.23,216.58.112.55,33634,40686
Jan 29,04:15:04,74.75.29.197,216.58.112.55,60863,40686
Jan 29,04:15:05,75.164.140.156,216.58.112.55,2209,40686
Jan 29,04:15:05,66.191.18.21,216.58.112.55,65397,40686
Jan 29,04:15:07,74.75.29.197,216.58.112.55,60863,40686
Jan 29,04:15:08,75.164.140.156,216.58.112.55,2209,40686
Jan 29,04:15:30,68.81.84.44,216.58.112.55,62410,40686
Jan 29,04:15:45,99.245.91.141,216.58.112.55,61381,40686
Jan 29,04:21:14,83.11.117.100,216.58.112.55,6346,40686
Jan 29,04:34:42,68.12.143.82,216.58.112.55,23960,40686
Jan 29,04:34:43,71.206.130.118,216.58.112.55,24439,40686
Jan 29,04:34:43,76.17.177.237,216.58.112.55,4226,40686
Jan 29,04:34:43,24.166.109.127,216.58.112.55,39765,40686
Jan 29,04:34:43,24.165.92.109,216.58.112.55,9541,40686
Jan 29,04:35:31,71.206.130.118,216.58.112.55,3134,40686
Jan 29,04:35:43,71.206.130.118,216.58.112.55,3135,40686
Jan 29,04:44:57,195.205.8.254,216.58.112.55,6346,40686
Jan 29,04:44:58,195.205.8.254,216.58.112.55,6346,40686
Jan 29,04:44:59,195.205.8.254,216.58.112.55,6346,40686
Jan 29,04:45:00,195.205.8.254,216.58.112.55,6346,40686
Jan 29,04:45:01,195.205.8.254,216.58.112.55,6346,40686
Jan 29,04:58:54,75.121.38.232,216.58.112.55,37293,40686
Jan 29,07:26:33,99.233.139.230,216.58.112.55,55119,40686
Jan 29,07:26:36,99.233.139.230,216.58.112.55,55119,40686
Jan 29,07:26:39,99.233.139.230,216.58.112.55,55121,40686
Jan 29,07:26:42,99.233.139.230,216.58.112.55,55121,40686
Jan 29,07:26:42,99.233.139.230,216.58.112.55,55119,40686
Jan 29,11:17:19,89.49.78.88,216.58.112.55,61731,40686
Jan 29,11:17:19,89.49.78.88,216.58.112.55,61731,40686
Jan 29,11:17:20,89.49.78.88,216.58.112.55,61731,40686
Jan 29,11:17:21,89.49.78.88,216.58.112.55,61731,40686
Jan 29,11:17:22,89.49.78.88,216.58.112.55,61731,40686
Jan 29,12:18:21,79.185.83.220,216.58.112.55,6346,40686
Jan 29,12:18:22,79.185.83.220,216.58.112.55,6346,40686
Jan 29,12:18:23,79.185.83.220,216.58.112.55,6346,40686
Jan 29,12:18:24,79.185.83.220,216.58.112.55,6346,40686
Jan 29,12:18:25,79.185.83.220,216.58.112.55,6346,40686
