Date,Time,Source IP Address,Destination IP Address,Source Port,Destination Port
Jan 29,04:12:42,62.221.44.151,216.58.112.55,3925,25
Jan 29,04:13:35,66.11.164.174,216.58.112.55,54475,25
Jan 29,04:16:09,88.241.227.226,216.58.112.55,50754,25
Jan 29,04:18:26,85.104.40.125,216.58.112.55,1307,25
Jan 29,04:19:26,66.11.164.174,216.58.112.55,55776,25
Jan 29,04:20:36,207.8.198.31,216.58.112.55,23771,25
Jan 29,04:24:30,88.246.139.1,216.58.112.55,3940,25
Jan 29,04:24:33,86.55.160.170,216.58.112.55,3309,25
Jan 29,04:25:49,92.83.127.213,216.58.112.55,65146,25
Jan 29,04:27:04,222.130.211.51,216.58.112.55,49029,25
Jan 29,04:43:11,193.22.88.152,216.58.112.55,3766,25
Jan 29,04:45:51,61.247.239.28,216.58.112.55,24496,25
Jan 29,04:51:58,195.135.221.135,216.58.112.55,26644,25
Jan 29,04:52:11,210.185.160.111,216.58.112.55,1101,25
Jan 29,04:54:13,92.113.205.165,216.58.112.55,2380,25
Jan 29,04:55:34,91.120.54.156,216.58.112.55,3433,25
Jan 29,04:55:43,85.98.186.43,216.58.112.55,4539,25
Jan 29,04:56:25,96.234.177.228,216.58.112.55,2112,25
Jan 29,04:56:28,87.223.189.238,216.58.112.55,1495,25
Jan 29,05:05:48,77.49.33.205,216.58.112.55,3481,25
Jan 29,05:08:16,88.252.39.9,216.58.112.55,59234,25
Jan 29,05:10:10,88.227.145.120,216.58.112.55,1156,25
Jan 29,05:11:27,66.11.164.174,216.58.112.55,56319,25
Jan 29,05:13:18,85.18.14.45,216.58.112.55,1402,25
Jan 29,05:18:12,59.96.104.144,216.58.112.55,50568,25
Jan 29,05:20:59,61.17.32.97,216.58.112.55,12329,25
Jan 29,05:21:40,221.128.153.121,216.58.112.55,2061,25
Jan 29,05:22:45,88.141.131.95,216.58.112.55,55662,25
Jan 29,05:24:29,222.112.147.208,216.58.112.55,51301,25
Jan 29,05:27:25,89.21.232.5,216.58.112.55,65329,25
Jan 29,05:27:31,88.231.183.155,216.58.112.55,57936,25
Jan 29,05:29:33,62.189.181.120,216.58.112.55,3178,25
Jan 29,05:31:08,124.253.3.84,216.58.112.55,63413,25
Jan 29,05:31:10,91.124.139.216,216.58.112.55,62560,25
Jan 29,05:39:27,66.98.0.101,216.58.112.55,3907,25
Jan 29,05:41:40,222.117.164.222,216.58.112.55,2258,25
Jan 29,05:45:01,66.167.81.195,216.58.112.55,54655,25
Jan 29,05:46:19,77.51.81.204,216.58.112.55,2371,25
Jan 29,05:49:53,124.125.41.87,216.58.112.55,1277,25
Jan 29,05:50:44,122.163.97.121,216.58.112.55,55361,25
Jan 29,06:03:45,80.145.197.50,216.58.112.55,1652,25
Jan 29,06:04:52,189.26.72.76,216.58.112.55,50420,25
Jan 29,06:04:59,62.139.173.49,216.58.112.55,1587,25
Jan 29,06:05:52,82.31.90.79,216.58.112.55,1946,25
Jan 29,06:10:24,65.100.199.179,216.58.112.55,58863,25
Jan 29,06:11:02,89.218.72.48,216.58.112.55,21589,25
Jan 29,06:11:09,89.239.170.230,216.58.112.55,2836,25
Jan 29,06:13:14,91.163.121.22,216.58.112.55,53532,25
Jan 29,06:16:25,78.176.73.68,216.58.112.55,4856,25
Jan 29,06:16:55,85.100.152.76,216.58.112.55,2969,25
Jan 29,06:17:51,62.57.158.240,216.58.112.55,2246,25
Jan 29,06:18:27,88.253.77.212,216.58.112.55,2347,25
Jan 29,06:19:59,87.226.215.54,216.58.112.55,1751,25
Jan 29,06:23:19,211.116.81.90,216.58.112.55,1991,25
Jan 29,06:30:57,82.0.207.55,216.58.112.55,4129,25
Jan 29,06:37:02,66.11.164.174,216.58.112.55,37295,25
Jan 29,06:39:47,212.83.88.47,216.58.112.55,49020,25
Jan 29,06:42:41,212.182.187.71,216.58.112.55,19610,25
Jan 29,06:47:21,78.3.77.4,216.58.112.55,4293,25
Jan 29,06:49:05,81.27.145.12,216.58.112.55,41551,25
Jan 29,06:49:13,217.30.253.42,216.58.112.55,24682,25
Jan 29,06:52:56,87.88.189.78,216.58.112.55,2869,25
Jan 29,07:05:57,66.11.164.174,216.58.112.55,46764,25
Jan 29,07:07:53,202.213.57.37,216.58.112.55,32783,25
Jan 29,07:08:28,78.62.67.99,216.58.112.55,57861,25
Jan 29,07:08:50,91.127.44.141,216.58.112.55,38613,25
Jan 29,07:09:11,88.249.64.131,216.58.112.55,2064,25
Jan 29,07:13:49,81.154.43.76,216.58.112.55,4528,25
Jan 29,07:13:59,89.110.10.82,216.58.112.55,54446,25
Jan 29,07:14:14,87.235.99.242,216.58.112.55,3456,25
Jan 29,07:15:15,81.23.126.18,216.58.112.55,61259,25
Jan 29,07:18:05,122.164.76.115,216.58.112.55,52575,25
Jan 29,07:24:36,218.16.119.142,216.58.112.55,2739,25
Jan 29,07:33:35,217.136.233.230,216.58.112.55,61046,25
Jan 29,07:34:16,201.235.46.177,216.58.112.55,1335,25
Jan 29,07:37:11,89.138.226.129,216.58.112.55,4269,25
Jan 29,07:49:19,190.50.215.123,216.58.112.55,51960,25
Jan 29,08:01:00,66.11.164.174,216.58.112.55,59988,25
Jan 29,08:01:48,194.213.42.149,216.58.112.55,56574,25
Jan 29,08:04:25,201.68.29.229,216.58.112.55,62043,25
Jan 29,08:04:25,201.68.29.229,216.58.112.55,62044,25
Jan 29,08:10:08,124.64.197.227,216.58.112.55,9442,25
Jan 29,08:14:32,77.103.133.38,216.58.112.55,34378,25
Jan 29,08:14:43,82.82.135.131,216.58.112.55,26214,25
Jan 29,08:15:41,201.229.180.239,216.58.112.55,3559,25
Jan 29,08:16:09,58.187.204.115,216.58.112.55,22712,25
Jan 29,08:16:28,77.42.129.124,216.58.112.55,26461,25
Jan 29,08:25:50,189.13.197.253,216.58.112.55,1753,25
Jan 29,08:28:34,61.7.42.45,216.58.112.55,12006,25
Jan 29,08:29:07,41.196.235.213,216.58.112.55,3500,25
Jan 29,08:33:14,189.13.212.7,216.58.112.55,3079,25
Jan 29,08:34:43,213.140.232.7,216.58.112.55,62915,25
Jan 29,08:35:56,69.147.103.130,216.58.112.55,36101,25
Jan 29,08:37:00,82.158.227.219,216.58.112.55,1674,25
Jan 29,08:40:41,87.18.196.127,216.58.112.55,2413,25
Jan 29,08:40:58,84.30.36.133,216.58.112.55,1979,25
Jan 29,08:41:44,195.56.207.203,216.58.112.55,54429,25
Jan 29,08:45:13,89.229.17.127,216.58.112.55,1294,25
Jan 29,08:48:25,81.183.226.220,216.58.112.55,1535,25
Jan 29,08:49:20,190.42.207.84,216.58.112.55,54290,25
Jan 29,08:50:23,217.129.202.86,216.58.112.55,3596,25
Jan 29,08:51:47,88.130.115.204,216.58.112.55,4264,25
Jan 29,08:52:24,90.133.233.106,216.58.112.55,4844,25
Jan 29,08:53:28,78.37.28.42,216.58.112.55,3993,25
Jan 29,08:54:04,61.78.175.216,216.58.112.55,59170,25
Jan 29,08:54:10,66.11.164.174,216.58.112.55,50970,25
Jan 29,08:57:45,124.120.198.32,216.58.112.55,3412,25
Jan 29,08:58:12,89.141.6.74,216.58.112.55,1444,25
Jan 29,08:59:30,86.21.44.73,216.58.112.55,1114,25
Jan 29,09:02:19,122.127.77.194,216.58.112.55,50984,25
Jan 29,09:03:31,66.11.164.174,216.58.112.55,38470,25
Jan 29,09:04:18,221.150.144.60,216.58.112.55,35725,25
Jan 29,09:04:18,221.150.144.60,216.58.112.55,35724,25
Jan 29,09:04:18,221.150.144.60,216.58.112.55,35726,25
Jan 29,09:05:04,221.135.220.37,216.58.112.55,62293,25
Jan 29,09:05:40,190.5.198.246,216.58.112.55,4669,25
Jan 29,09:06:20,201.231.210.32,216.58.112.55,1118,25
Jan 29,09:07:58,89.132.192.77,216.58.112.55,48885,25
Jan 29,09:08:42,81.105.156.28,216.58.112.55,2801,25
Jan 29,09:08:50,79.125.130.64,216.58.112.55,4524,25
Jan 29,09:09:39,41.249.69.53,216.58.112.55,1110,25
Jan 29,09:09:45,213.47.147.194,216.58.112.55,4337,25
Jan 29,09:09:51,89.130.106.209,216.58.112.55,61837,25
Jan 29,09:10:44,85.103.174.82,216.58.112.55,10781,25
Jan 29,09:11:12,200.121.27.25,216.58.112.55,11536,25
Jan 29,09:11:44,200.153.194.87,216.58.112.55,60393,25
Jan 29,09:13:05,89.107.90.186,216.58.112.55,4496,25
Jan 29,09:13:20,77.197.242.140,216.58.112.55,1264,25
Jan 29,09:13:25,190.9.91.197,216.58.112.55,3781,25
Jan 29,09:15:12,86.101.56.38,216.58.112.55,3608,25
Jan 29,09:15:22,85.96.142.122,216.58.112.55,3951,25
Jan 29,09:18:54,202.86.169.149,216.58.112.55,13098,25
Jan 29,09:20:04,190.65.147.187,216.58.112.55,57832,25
Jan 29,09:22:22,200.88.168.108,216.58.112.55,61821,25
Jan 29,09:23:23,88.18.50.173,216.58.112.55,1073,25
Jan 29,09:28:13,195.204.1.164,216.58.112.55,19536,25
Jan 29,09:29:27,195.135.221.135,216.58.112.55,2072,25
Jan 29,09:30:53,69.147.64.110,216.58.112.55,45867,25
Jan 29,09:35:26,190.82.220.164,216.58.112.55,63539,25
Jan 29,09:42:21,85.75.56.43,216.58.112.55,2254,25
Jan 29,09:42:55,218.15.95.162,216.58.112.55,57341,25
Jan 29,09:45:01,89.136.134.218,216.58.112.55,1706,25
Jan 29,09:47:11,59.182.71.143,216.58.112.55,3509,25
Jan 29,09:47:11,66.11.164.174,216.58.112.55,49782,25
Jan 29,09:48:06,59.16.75.200,216.58.112.55,1374,25
Jan 29,09:53:56,200.94.94.98,216.58.112.55,49114,25
Jan 29,09:55:08,66.163.168.153,216.58.112.55,25208,25
Jan 29,10:00:38,84.120.201.9,216.58.112.55,57355,25
Jan 29,10:00:53,80.39.134.70,216.58.112.55,14564,25
Jan 29,10:02:25,66.11.164.174,216.58.112.55,56355,25
Jan 29,10:02:45,66.11.164.174,216.58.112.55,56358,25
Jan 29,10:11:39,75.133.77.10,216.58.112.55,56966,25
Jan 29,10:11:42,80.126.146.97,216.58.112.55,12886,25
Jan 29,10:12:18,82.166.74.9,216.58.112.55,5034,25
Jan 29,10:12:33,66.163.168.130,216.58.112.55,28750,25
Jan 29,10:13:22,85.240.194.127,216.58.112.55,51715,25
Jan 29,10:14:41,151.59.69.23,216.58.112.55,19551,25
Jan 29,10:16:26,213.140.22.65,216.58.112.55,64932,25
Jan 29,10:17:12,75.162.41.23,216.58.112.55,4879,25
Jan 29,10:18:04,211.243.145.218,216.58.112.55,1394,25
Jan 29,10:18:34,64.29.83.51,216.58.112.55,28411,25
Jan 29,10:21:41,83.213.139.152,216.58.112.55,1200,25
Jan 29,10:28:34,200.71.237.131,216.58.112.55,42975,25
Jan 29,10:31:19,82.18.168.66,216.58.112.55,4666,25
Jan 29,10:31:46,61.190.136.154,216.58.112.55,3833,25
Jan 29,10:33:28,67.216.129.5,216.58.112.55,1643,25
Jan 29,10:34:19,75.92.116.70,216.58.112.55,25189,25
Jan 29,10:36:05,200.121.147.196,216.58.112.55,24331,25
Jan 29,10:43:01,189.78.251.116,216.58.112.55,50191,25
Jan 29,10:46:24,66.11.164.174,216.58.112.55,34056,25
Jan 29,10:51:51,84.32.113.155,216.58.112.55,53897,25
Jan 29,10:52:48,91.144.133.147,216.58.112.55,64874,25
Jan 29,10:53:16,82.38.230.183,216.58.112.55,1408,25
Jan 29,10:55:13,84.29.182.181,216.58.112.55,4935,25
Jan 29,10:56:07,190.26.104.67,216.58.112.55,51014,25
Jan 29,10:56:44,89.1.151.53,216.58.112.55,1602,25
Jan 29,10:57:22,201.230.149.37,216.58.112.55,27763,25
Jan 29,10:57:54,83.46.128.235,216.58.112.55,3533,25
Jan 29,10:58:19,66.11.164.174,216.58.112.55,35158,25
Jan 29,11:00:03,89.165.186.160,216.58.112.55,59508,25
Jan 29,11:02:57,66.94.237.49,216.58.112.55,29772,25
Jan 29,11:03:00,66.11.164.174,216.58.112.55,49326,25
Jan 29,11:03:03,66.11.164.174,216.58.112.55,49329,25
Jan 29,11:03:31,38.100.169.140,216.58.112.55,35634,25
Jan 29,11:04:42,200.211.146.141,216.58.112.55,50866,25
Jan 29,11:05:57,217.127.143.157,216.58.112.55,27335,25
Jan 29,11:06:33,86.104.182.57,216.58.112.55,2797,25
Jan 29,11:06:36,201.9.182.50,216.58.112.55,60321,25
Jan 29,11:09:04,190.49.8.81,216.58.112.55,54781,25
Jan 29,11:10:06,200.83.228.206,216.58.112.55,4455,25
Jan 29,11:11:39,207.45.176.98,216.58.112.55,49597,25
Jan 29,11:11:42,124.120.245.234,216.58.112.55,18980,25
Jan 29,11:12:37,91.122.161.205,216.58.112.55,3480,25
Jan 29,11:12:41,201.221.161.111,216.58.112.55,2214,25
Jan 29,11:13:41,189.41.209.65,216.58.112.55,17309,25
Jan 29,11:18:01,71.165.154.76,216.58.112.55,61713,25
Jan 29,11:19:36,66.11.164.174,216.58.112.55,50238,25
Jan 29,11:21:09,88.245.114.47,216.58.112.55,50256,25
Jan 29,11:21:09,194.187.205.215,216.58.112.55,36724,25
Jan 29,11:22:54,81.15.250.134,216.58.112.55,4954,25
Jan 29,11:24:30,87.6.209.207,216.58.112.55,59800,25
Jan 29,11:26:27,190.1.212.107,216.58.112.55,1170,25
Jan 29,11:26:45,189.31.152.178,216.58.112.55,61674,25
Jan 29,11:27:30,90.154.216.253,216.58.112.55,2642,25
Jan 29,11:28:36,208.205.46.7,216.58.112.55,1592,25
Jan 29,11:29:01,190.79.148.78,216.58.112.55,2618,25
Jan 29,11:29:03,85.102.58.70,216.58.112.55,1548,25
Jan 29,11:31:10,82.213.165.82,216.58.112.55,4840,25
Jan 29,11:31:26,83.9.227.205,216.58.112.55,28868,25
Jan 29,11:33:46,83.186.189.108,216.58.112.55,59053,25
Jan 29,11:34:32,87.24.131.142,216.58.112.55,4618,25
Jan 29,11:35:21,82.204.148.81,216.58.112.55,53801,25
Jan 29,11:37:56,206.108.5.1,216.58.112.55,58487,25
Jan 29,11:43:50,91.90.200.34,216.58.112.55,1883,25
Jan 29,11:44:22,88.252.225.76,216.58.112.55,2178,25
Jan 29,11:44:59,79.186.237.6,216.58.112.55,1932,25
Jan 29,11:45:19,89.132.115.151,216.58.112.55,2978,25
Jan 29,11:47:36,194.3.54.170,216.58.112.55,34403,25
Jan 29,11:47:40,89.109.197.165,216.58.112.55,4126,25
Jan 29,11:48:57,71.125.192.112,216.58.112.55,50361,25
Jan 29,11:52:41,82.16.35.212,216.58.112.55,4107,25
Jan 29,11:53:02,71.187.148.64,216.58.112.55,1200,25
Jan 29,11:53:10,85.141.189.174,216.58.112.55,3125,25
Jan 29,11:54:07,41.251.69.208,216.58.112.55,4055,25
Jan 29,11:56:12,206.108.5.1,216.58.112.55,58721,25
Jan 29,11:56:18,200.67.106.244,216.58.112.55,1048,25
Jan 29,11:58:24,83.6.235.155,216.58.112.55,1995,25
Jan 29,12:02:18,66.11.164.174,216.58.112.55,41221,25
Jan 29,12:02:50,201.240.194.87,216.58.112.55,23018,25
Jan 29,12:03:07,200.114.44.99,216.58.112.55,4564,25
Jan 29,12:03:07,200.114.44.99,216.58.112.55,4565,25
Jan 29,12:08:02,78.149.74.29,216.58.112.55,17393,25
Jan 29,12:09:32,81.213.160.51,216.58.112.55,2887,25
Jan 29,12:14:47,217.194.196.3,216.58.112.55,7177,25
Jan 29,12:16:28,87.203.158.207,216.58.112.55,4397,25
Jan 29,12:17:02,66.11.164.174,216.58.112.55,57819,25
Jan 29,12:17:35,79.12.103.171,216.58.112.55,20884,25
Jan 29,12:17:45,201.228.201.247,216.58.112.55,4807,25
Jan 29,12:23:38,213.184.7.177,216.58.112.55,3603,25
Jan 29,12:24:08,88.235.111.202,216.58.112.55,50151,25
Jan 29,12:24:18,79.101.145.41,216.58.112.55,59609,25
Jan 29,12:28:17,200.114.26.59,216.58.112.55,3545,25
Jan 29,12:29:02,201.83.240.174,216.58.112.55,4478,25
Jan 29,12:29:02,189.10.217.170,216.58.112.55,58513,25
Jan 29,12:30:40,151.74.159.125,216.58.112.55,2389,25
Jan 29,12:31:36,201.240.55.56,216.58.112.55,63051,25
Jan 29,12:32:23,81.208.83.217,216.58.112.55,26954,25
Jan 29,12:32:23,81.208.83.217,216.58.112.55,27034,25
Jan 29,12:32:23,81.208.83.217,216.58.112.55,27037,25
Jan 29,12:32:23,81.208.83.217,216.58.112.55,27038,25
Jan 29,12:40:08,209.200.255.50,216.58.112.55,55663,25
Jan 29,12:42:13,201.233.146.241,216.58.112.55,26033,25
Jan 29,12:45:10,81.101.158.8,216.58.112.55,1448,25
Jan 29,12:46:00,142.217.215.62,216.58.112.55,60732,25
Jan 29,12:47:16,81.248.11.209,216.58.112.55,40273,25
Jan 29,12:48:13,65.54.246.108,216.58.112.55,14701,25
Jan 29,12:49:30,198.41.70.2,216.58.112.55,10144,25
Jan 29,12:56:18,89.136.24.41,216.58.112.55,3283,25
Jan 29,12:56:18,89.136.24.41,216.58.112.55,3287,25
Jan 29,12:56:20,89.136.24.41,216.58.112.55,3305,25
Jan 29,12:59:05,83.46.21.161,216.58.112.55,3510,25
Jan 29,13:02:39,89.136.24.41,216.58.112.55,2798,25
Jan 29,13:02:42,89.136.24.41,216.58.112.55,2820,25
Jan 29,13:02:42,89.136.24.41,216.58.112.55,2826,25
Jan 29,13:02:57,66.11.164.174,216.58.112.55,49342,25
Jan 29,13:17:23,96.240.44.58,216.58.112.55,57132,25
Jan 29,13:22:41,217.88.190.115,216.58.112.55,2200,25
Jan 29,13:30:31,83.153.123.1,216.58.112.55,51929,25
Jan 29,13:30:57,88.18.225.72,216.58.112.55,1937,25
Jan 29,13:32:35,83.132.66.239,216.58.112.55,63541,25
Jan 29,13:33:41,66.11.164.174,216.58.112.55,33946,25
Jan 29,13:34:37,91.44.239.140,216.58.112.55,55365,25
Jan 29,13:34:50,199.125.184.60,216.58.112.55,47200,25
Jan 29,13:36:02,194.170.173.115,216.58.112.55,13482,25
Jan 29,13:39:28,222.236.206.129,216.58.112.55,29765,25
Jan 29,13:40:25,84.1.209.247,216.58.112.55,32795,25
Jan 29,13:41:14,78.176.121.157,216.58.112.55,4293,25
Jan 29,13:47:31,189.33.131.126,216.58.112.55,53963,25
Jan 29,13:48:34,201.240.65.139,216.58.112.55,22016,25
Jan 29,13:48:38,201.240.65.139,216.58.112.55,22057,25
Jan 29,13:48:39,201.240.65.139,216.58.112.55,22074,25
Jan 29,13:48:39,201.240.65.139,216.58.112.55,22088,25
Jan 29,13:48:39,201.240.65.139,216.58.112.55,22089,25
Jan 29,13:50:22,206.108.5.1,216.58.112.55,59588,25
Jan 29,13:55:16,66.11.164.174,216.58.112.55,44542,25
Jan 29,13:57:17,129.41.77.72,216.58.112.55,52526,25
Jan 29,13:57:22,190.40.253.236,216.58.112.55,61928,25
Jan 29,13:59:44,96.237.120.85,216.58.112.55,50784,25
Jan 29,14:01:36,71.170.107.10,216.58.112.55,63958,25
Jan 29,14:03:06,76.2.106.62,216.58.112.55,16458,25
Jan 29,14:06:55,85.13.47.83,216.58.112.55,1423,25
Jan 29,14:11:12,193.227.243.149,216.58.112.55,5265,25
Jan 29,14:14:01,201.255.162.140,216.58.112.55,22336,25
Jan 29,14:16:33,87.18.17.1,216.58.112.55,2342,25
Jan 29,14:16:50,91.122.181.41,216.58.112.55,3539,25
Jan 29,14:16:50,91.122.181.41,216.58.112.55,3544,25
Jan 29,14:16:50,91.122.181.41,216.58.112.55,3545,25
Jan 29,14:16:50,91.122.181.41,216.58.112.55,3546,25
Jan 29,14:17:03,86.164.44.60,216.58.112.55,56244,25
Jan 29,14:18:09,200.67.233.86,216.58.112.55,2063,25
Jan 29,14:18:45,71.199.156.108,216.58.112.55,56076,25
Jan 29,14:22:44,190.40.195.55,216.58.112.55,10351,25
Jan 29,14:24:37,200.121.135.138,216.58.112.55,14703,25
Jan 29,14:25:58,81.103.99.208,216.58.112.55,3736,25
Jan 29,14:27:41,88.18.60.167,216.58.112.55,29551,25
Jan 29,14:28:08,198.237.173.99,216.58.112.55,1153,25
Jan 29,14:33:17,88.11.12.0,216.58.112.55,26439,25
Jan 29,14:36:51,66.11.164.174,216.58.112.55,36906,25
Jan 29,14:37:42,87.240.6.187,216.58.112.55,3760,25
Jan 29,14:40:06,190.49.127.73,216.58.112.55,49523,25
Jan 29,14:41:28,78.140.214.129,216.58.112.55,56183,25
Jan 29,14:41:56,84.94.113.174,216.58.112.55,54585,25
Jan 29,14:42:02,84.94.113.174,216.58.112.55,54614,25
Jan 29,14:42:53,195.56.159.1,216.58.112.55,4153,25
Jan 29,14:43:53,203.210.200.93,216.58.112.55,2999,25
Jan 29,14:44:40,66.11.164.174,216.58.112.55,34485,25
Jan 29,14:46:07,88.245.69.228,216.58.112.55,4081,25
Jan 29,14:47:28,190.24.46.236,216.58.112.55,1434,25
Jan 29,14:55:49,66.11.164.174,216.58.112.55,51324,25
Jan 29,14:58:50,200.89.242.221,216.58.112.55,1544,25
Jan 29,15:00:40,201.110.75.7,216.58.112.55,2984,25
Jan 29,15:01:52,66.163.168.190,216.58.112.55,33163,25
Jan 29,15:02:11,86.141.18.31,216.58.112.55,65039,25
Jan 29,15:03:05,64.124.204.39,216.58.112.55,35671,25
Jan 29,15:14:52,86.107.89.250,216.58.112.55,1742,25
Jan 29,15:16:51,200.118.113.246,216.58.112.55,3596,25
Jan 29,15:19:54,194.117.241.30,216.58.112.55,57120,25
Jan 29,15:20:33,201.240.66.113,216.58.112.55,1470,25
Jan 29,15:21:05,204.15.20.132,216.58.112.55,56842,25
Jan 29,15:22:20,118.125.3.109,216.58.112.55,4632,25
Jan 29,15:23:42,62.121.69.77,216.58.112.55,59592,25
Jan 29,15:23:50,82.116.114.146,216.58.112.55,61273,25
Jan 29,15:25:15,190.188.224.47,216.58.112.55,2951,25
Jan 29,15:27:10,80.58.231.110,216.58.112.55,3198,25
Jan 29,15:31:02,80.143.37.180,216.58.112.55,63441,25
Jan 29,15:31:04,80.143.37.180,216.58.112.55,63455,25
Jan 29,15:31:28,200.122.253.135,216.58.112.55,1923,25
