Date,Time,Source IP Address,Destination IP Address,Source Port,Destination Port
Jan 29,03:24:08,192.168.17.24,192.168.9.51,138,138
Jan 29,03:24:08,192.168.17.24,192.168.10.60,138,138
Jan 29,03:27:08,192.168.17.24,192.168.9.51,138,138
Jan 29,03:27:08,192.168.17.24,192.168.10.60,138,138
Jan 29,03:27:08,192.168.17.24,192.168.9.51,138,138
Jan 29,03:27:08,192.168.17.24,192.168.10.60,138,138
Jan 29,03:30:20,192.168.17.24,192.168.9.51,138,138
Jan 29,03:30:20,192.168.17.24,192.168.10.60,138,138
Jan 29,03:30:20,192.168.17.24,192.168.9.51,138,138
Jan 29,03:30:20,192.168.17.24,192.168.10.60,138,138
Jan 29,03:33:25,192.168.17.24,192.168.9.51,138,138
Jan 29,03:33:25,192.168.17.24,192.168.10.60,138,138
Jan 29,03:33:25,192.168.17.24,192.168.9.51,138,138
Jan 29,03:33:25,192.168.17.24,192.168.10.60,138,138
Jan 29,03:36:20,192.168.17.24,192.168.9.51,138,138
Jan 29,03:36:20,192.168.17.24,192.168.10.60,138,138
Jan 29,03:36:20,192.168.17.24,192.168.9.51,138,138
Jan 29,03:36:20,192.168.17.24,192.168.10.60,138,138
Jan 29,03:39:21,192.168.17.24,192.168.9.51,138,138
Jan 29,03:39:21,192.168.17.24,192.168.10.60,138,138
Jan 29,03:39:21,192.168.17.24,192.168.9.51,138,138
Jan 29,03:39:21,192.168.17.24,192.168.10.60,138,138
Jan 29,03:42:30,192.168.17.24,192.168.9.51,138,138
Jan 29,03:42:30,192.168.17.24,192.168.10.60,138,138
Jan 29,03:42:30,192.168.17.24,192.168.9.51,138,138
Jan 29,03:42:30,192.168.17.24,192.168.10.60,138,138
Jan 29,03:45:34,192.168.17.24,192.168.9.51,138,138
Jan 29,03:45:34,192.168.17.24,192.168.10.60,138,138
Jan 29,03:45:34,192.168.17.24,192.168.9.51,138,138
Jan 29,03:45:34,192.168.17.24,192.168.10.60,138,138
Jan 29,03:48:34,192.168.17.24,192.168.9.51,138,138
Jan 29,03:48:34,192.168.17.24,192.168.10.60,138,138
Jan 29,03:48:34,192.168.17.24,192.168.9.51,138,138
Jan 29,03:48:34,192.168.17.24,192.168.10.60,138,138
Jan 29,03:51:29,192.168.17.24,192.168.9.51,138,138
Jan 29,03:51:29,192.168.17.24,192.168.10.60,138,138
Jan 29,03:51:29,192.168.17.24,192.168.9.51,138,138
Jan 29,03:51:29,192.168.17.24,192.168.10.60,138,138
Jan 29,03:54:28,192.168.17.24,192.168.9.51,138,138
Jan 29,03:54:28,192.168.17.24,192.168.10.60,138,138
Jan 29,03:54:28,192.168.17.24,192.168.9.51,138,138
Jan 29,03:54:28,192.168.17.24,192.168.10.60,138,138
Jan 29,03:57:38,192.168.17.24,192.168.9.51,138,138
Jan 29,03:57:38,192.168.17.24,192.168.10.60,138,138
Jan 29,03:57:38,192.168.17.24,192.168.9.51,138,138
Jan 29,03:57:38,192.168.17.24,192.168.10.60,138,138
Jan 29,04:00:28,192.168.17.24,192.168.9.51,138,138
Jan 29,04:00:28,192.168.17.24,192.168.10.60,138,138
Jan 29,04:00:28,192.168.17.24,192.168.9.51,138,138
Jan 29,04:00:28,192.168.17.24,192.168.10.60,138,138
Jan 29,04:03:38,192.168.17.24,192.168.9.51,138,138
Jan 29,04:03:38,192.168.17.24,192.168.10.60,138,138
Jan 29,04:03:38,192.168.17.24,192.168.9.51,138,138
Jan 29,04:03:38,192.168.17.24,192.168.10.60,138,138
Jan 29,04:06:37,192.168.17.24,192.168.9.51,138,138
Jan 29,04:06:37,192.168.17.24,192.168.10.60,138,138
Jan 29,04:06:37,192.168.17.24,192.168.9.51,138,138
Jan 29,04:06:37,192.168.17.24,192.168.10.60,138,138
Jan 29,04:09:37,192.168.17.24,192.168.9.51,138,138
Jan 29,04:09:37,192.168.17.24,192.168.10.60,138,138
Jan 29,04:09:37,192.168.17.24,192.168.9.51,138,138
Jan 29,04:09:37,192.168.17.24,192.168.10.60,138,138
Jan 29,04:12:37,192.168.17.24,192.168.9.51,138,138
Jan 29,04:12:37,192.168.17.24,192.168.10.60,138,138
Jan 29,04:12:37,192.168.17.24,192.168.9.51,138,138
Jan 29,04:12:37,192.168.17.24,192.168.10.60,138,138
Jan 29,04:15:52,192.168.17.24,192.168.9.51,138,138
Jan 29,04:15:52,192.168.17.24,192.168.10.60,138,138
Jan 29,04:15:52,192.168.17.24,192.168.9.51,138,138
Jan 29,04:15:52,192.168.17.24,192.168.10.60,138,138
Jan 29,04:18:51,192.168.17.24,192.168.9.51,138,138
Jan 29,04:18:51,192.168.17.24,192.168.10.60,138,138
Jan 29,04:18:51,192.168.17.24,192.168.9.51,138,138
Jan 29,04:18:51,192.168.17.24,192.168.10.60,138,138
Jan 29,04:21:46,192.168.17.24,192.168.9.51,138,138
Jan 29,04:21:46,192.168.17.24,192.168.10.60,138,138
Jan 29,04:21:46,192.168.17.24,192.168.9.51,138,138
Jan 29,04:21:46,192.168.17.24,192.168.10.60,138,138
Jan 29,04:24:47,192.168.17.24,192.168.9.51,138,138
Jan 29,04:24:47,192.168.17.24,192.168.10.60,138,138
Jan 29,04:24:47,192.168.17.24,192.168.9.51,138,138
Jan 29,04:24:47,192.168.17.24,192.168.10.60,138,138
Jan 29,04:28:05,192.168.17.24,192.168.9.51,138,138
Jan 29,04:28:05,192.168.17.24,192.168.10.60,138,138
Jan 29,04:28:05,192.168.17.24,192.168.9.51,138,138
Jan 29,04:28:05,192.168.17.24,192.168.10.60,138,138
Jan 29,04:31:04,192.168.17.24,192.168.9.51,138,138
Jan 29,04:31:04,192.168.17.24,192.168.10.60,138,138
Jan 29,04:31:04,192.168.17.24,192.168.9.51,138,138
Jan 29,04:31:04,192.168.17.24,192.168.10.60,138,138
Jan 29,04:34:00,192.168.17.24,192.168.9.51,138,138
Jan 29,04:34:00,192.168.17.24,192.168.10.60,138,138
Jan 29,04:34:00,192.168.17.24,192.168.9.51,138,138
Jan 29,04:34:00,192.168.17.24,192.168.10.60,138,138
Jan 29,04:37:00,192.168.17.24,192.168.9.51,138,138
Jan 29,04:37:00,192.168.17.24,192.168.10.60,138,138
Jan 29,04:37:00,192.168.17.24,192.168.9.51,138,138
Jan 29,04:37:00,192.168.17.24,192.168.10.60,138,138
Jan 29,04:40:19,192.168.17.24,192.168.9.51,138,138
Jan 29,04:40:19,192.168.17.24,192.168.10.60,138,138
Jan 29,04:40:19,192.168.17.24,192.168.9.51,138,138
Jan 29,04:40:19,192.168.17.24,192.168.10.60,138,138
Jan 29,04:43:19,192.168.17.24,192.168.9.51,138,138
Jan 29,04:43:19,192.168.17.24,192.168.10.60,138,138
Jan 29,04:43:19,192.168.17.24,192.168.9.51,138,138
Jan 29,04:43:19,192.168.17.24,192.168.10.60,138,138
Jan 29,04:46:14,192.168.17.24,192.168.9.51,138,138
Jan 29,04:46:14,192.168.17.24,192.168.10.60,138,138
Jan 29,04:46:14,192.168.17.24,192.168.9.51,138,138
Jan 29,04:46:14,192.168.17.24,192.168.10.60,138,138
Jan 29,04:49:14,192.168.17.24,192.168.9.51,138,138
Jan 29,04:49:14,192.168.17.24,192.168.10.60,138,138
Jan 29,04:49:14,192.168.17.24,192.168.9.51,138,138
Jan 29,04:49:14,192.168.17.24,192.168.10.60,138,138
Jan 29,04:52:33,192.168.17.24,192.168.9.51,138,138
Jan 29,04:52:33,192.168.17.24,192.168.10.60,138,138
Jan 29,04:52:33,192.168.17.24,192.168.9.51,138,138
Jan 29,04:52:33,192.168.17.24,192.168.10.60,138,138
Jan 29,04:55:33,192.168.17.24,192.168.9.51,138,138
Jan 29,04:55:33,192.168.17.24,192.168.10.60,138,138
Jan 29,04:55:33,192.168.17.24,192.168.9.51,138,138
Jan 29,04:55:33,192.168.17.24,192.168.10.60,138,138
Jan 29,04:58:29,192.168.17.24,192.168.9.51,138,138
Jan 29,04:58:29,192.168.17.24,192.168.10.60,138,138
Jan 29,04:58:29,192.168.17.24,192.168.9.51,138,138
Jan 29,04:58:29,192.168.17.24,192.168.10.60,138,138
Jan 29,05:01:30,192.168.17.24,192.168.9.51,138,138
Jan 29,05:01:30,192.168.17.24,192.168.10.60,138,138
Jan 29,05:01:30,192.168.17.24,192.168.9.51,138,138
Jan 29,05:01:30,192.168.17.24,192.168.10.60,138,138
Jan 29,05:04:47,192.168.17.24,192.168.9.51,138,138
Jan 29,05:04:47,192.168.17.24,192.168.10.60,138,138
Jan 29,05:04:47,192.168.17.24,192.168.9.51,138,138
Jan 29,05:04:47,192.168.17.24,192.168.10.60,138,138
Jan 29,05:07:47,192.168.17.24,192.168.9.51,138,138
Jan 29,05:07:47,192.168.17.24,192.168.10.60,138,138
Jan 29,05:07:47,192.168.17.24,192.168.9.51,138,138
Jan 29,05:07:47,192.168.17.24,192.168.10.60,138,138
Jan 29,05:10:41,192.168.17.24,192.168.9.51,138,138
Jan 29,05:10:41,192.168.17.24,192.168.10.60,138,138
Jan 29,05:10:41,192.168.17.24,192.168.9.51,138,138
Jan 29,05:10:41,192.168.17.24,192.168.10.60,138,138
Jan 29,05:13:43,192.168.17.24,192.168.9.51,138,138
Jan 29,05:13:43,192.168.17.24,192.168.10.60,138,138
Jan 29,05:13:43,192.168.17.24,192.168.9.51,138,138
Jan 29,05:13:43,192.168.17.24,192.168.10.60,138,138
Jan 29,05:17:01,192.168.17.24,192.168.9.51,138,138
Jan 29,05:17:01,192.168.17.24,192.168.10.60,138,138
Jan 29,05:17:01,192.168.17.24,192.168.9.51,138,138
Jan 29,05:17:01,192.168.17.24,192.168.10.60,138,138
Jan 29,05:20:00,192.168.17.24,192.168.9.51,138,138
Jan 29,05:20:00,192.168.17.24,192.168.10.60,138,138
Jan 29,05:20:00,192.168.17.24,192.168.9.51,138,138
Jan 29,05:20:00,192.168.17.24,192.168.10.60,138,138
Jan 29,05:22:57,192.168.17.24,192.168.9.51,138,138
Jan 29,05:22:57,192.168.17.24,192.168.10.60,138,138
Jan 29,05:22:57,192.168.17.24,192.168.9.51,138,138
Jan 29,05:22:57,192.168.17.24,192.168.10.60,138,138
Jan 29,05:25:57,192.168.17.24,192.168.9.51,138,138
Jan 29,05:25:57,192.168.17.24,192.168.10.60,138,138
Jan 29,05:25:57,192.168.17.24,192.168.9.51,138,138
Jan 29,05:25:57,192.168.17.24,192.168.10.60,138,138
Jan 29,05:29:15,192.168.17.24,192.168.9.51,138,138
Jan 29,05:29:15,192.168.17.24,192.168.10.60,138,138
Jan 29,05:29:15,192.168.17.24,192.168.9.51,138,138
Jan 29,05:29:15,192.168.17.24,192.168.10.60,138,138
Jan 29,05:32:14,192.168.17.24,192.168.9.51,138,138
Jan 29,05:32:14,192.168.17.24,192.168.10.60,138,138
Jan 29,05:32:14,192.168.17.24,192.168.9.51,138,138
